index,project_name,address,floor_area_sqm,type_of_land,contract_date,property_type,tenure,completion_date,type_of_sale,postal_district,postal_sector,postal_code,region,area,month,latitude,longitude,floor_num,unit_num,price
4401,HILLVIEW HEIGHTS,27 Hillview Avenue  #08-02 ,89,Strata,11-Sep-2017,Condominium,Freehold,1996,Resale,23,66,669559,West Region,Bukit Batok,2017-9,1.36121307299,103.76503946,8.0,2.0,784363.3
4402,HILLBROOKS,90 Hillview Avenue  #01-01 ,140,Strata,11-Sep-2017,Condominium,Freehold,1999,Resale,23,66,669610,West Region,Bukit Batok,2017-9,1.35868043748,103.7621985,1.0,1.0,881409.2
4403,FABER CREST,50L Faber Heights  #03-77 ,116,Strata,11-Sep-2017,Condominium,99 Yrs From 12/06/1996,2001,Resale,5,12,129205,West Region,Clementi,2017-9,1.32270816151,103.757843815,3.0,77.0,963274.7
4404,THE RAINTREE,85 Bukit Drive  #06-13 ,118,Strata,11-Sep-2017,Condominium,99 Yrs From 01/03/2003,2008,Resale,21,58,587848,West Region,Bukit Panjang,2017-9,1.3482250546099999,103.77416783,6.0,13.0,1027297.6
4405,FERRELL RESIDENCES,327 Bukit Timah Road  #07-01 ,171,Strata,11-Sep-2017,Apartment,Freehold,2012,Resale,10,25,259715,Central Region,Tanglin,2017-9,1.31771130924,103.832329768,7.0,1.0,1883985.1
4406,THE CLAYMORE,25 Claymore Road  #08-01 ,249,Strata,11-Sep-2017,Condominium,Freehold,1985,Resale,9,22,229543,Central Region,Newton,2017-9,1.30781398621,103.831044615,8.0,1.0,3844609.5
4407,76 SHENTON,76 Shenton Way  #07-04 ,58,Strata,11-Sep-2017,Apartment,99 Yrs From 12/04/2007,2014,Resale,2,7,79119,Central Region,Downtown Core,2017-9,1.2734803878899998,103.84556526200001,7.0,4.0,612523.4
4408,HILLVIEW REGENCY,28 Bukit Batok East Avenue 2  #20-22 ,111,Strata,11-Sep-2017,Condominium,99 Yrs From 20/06/2000,2006,Resale,23,65,659921,West Region,Bukit Batok,2017-9,1.3520476075999999,103.75743536600001,20.0,22.0,1183312.5
4409,PEAKVIEW ESTATE,35 Peakville Avenue ,167,Land,11-Sep-2017,Terrace House,Freehold,1979,Resale,16,48,487802,East Region,Bedok,2017-9,1.3329035431899998,103.945204185,,,1147459.6
4410,BEDOK RESIDENCES,24 Bedok North Drive  #11-30 ,49,Strata,11-Sep-2017,Apartment,99 Yrs From 21/11/2011,2015,Resale,16,46,465498,East Region,Bedok,2017-9,1.32452684875,103.929879355,11.0,30.0,580385.3
4411,SPRINGDALE CONDOMINIUM,49 Hindhede Walk  #05-05 ,86,Strata,11-Sep-2017,Condominium,999 Yrs From 21/06/1877,1998,Resale,21,58,587976,West Region,Bukit Panjang,2017-9,1.34819684743,103.771488847,5.0,5.0,1032491.6
4412,PARC VERA,10 Hougang Street 32  #14-28 ,131,Strata,11-Sep-2017,Condominium,99 Yrs From 20/12/2010,2014,Resale,19,53,534037,North East Region,Hougang,2017-9,1.36422591686,103.895263966,14.0,28.0,968305.8
4413,SERANGOON GARDEN ESTATE,55 Hythe Road ,250,Land,11-Sep-2017,Terrace House,999 Yrs From 01/01/1954,Unknown,Resale,19,55,557536,North East Region,Serangoon,2017-9,1.36940534699,103.865898554,,,2243125.5
4414,IVORY,15 Ceylon Lane  #04-05 ,94,Strata,11-Sep-2017,Apartment,Freehold,2009,Resale,15,42,423468,Central Region,Geylang,2017-9,1.31140970531,103.90040632200001,4.0,5.0,1105669.1
4415,FORESQUE RESIDENCES,107 Petir Road  #05-14 ,119,Strata,11-Sep-2017,Condominium,99 Yrs From 10/01/2011,2014,Resale,23,67,678275,West Region,Bukit Panjang,2017-9,1.3690159234700001,103.776424978,5.0,14.0,921297.75
4416,EIGHT RIVERSUITES,24 Whampoa East ,279,Strata,11-Sep-2017,Terrace House,99 Yrs From 11/07/2011,2016,Resale,12,33,338528,Central Region,Kallang,2017-9,1.32186851005,103.865898554,,,2847797.0
4417,THE LAKESHORE,33 Jurong West Street 41  #10-56 ,86,Strata,11-Sep-2017,Condominium,99 Yrs From 22/11/2002,2007,Resale,22,64,649413,West Region,Jurong West,2017-9,1.34627093866,103.722845847,10.0,56.0,978571.06
4418,THE INTERLACE,204 Depot Road  #06-48 ,362,Strata,8-Sep-2017,Condominium,99 Yrs From 11/02/2009,2013,Resale,4,10,109696,Central Region,Bukit Merah,2017-9,1.28340303963,103.804002024,6.0,48.0,2487044.0
4419,FRANKEL ESTATE,87 Dunbar Walk ,1032,Land,8-Sep-2017,Detached House,Freehold,1957,Resale,15,45,459395,East Region,Bedok,2017-9,1.31614335342,103.865898554,,,9601832.0
4420,SERANGOON GARDEN ESTATE,10 Medway Drive ,241,Land,8-Sep-2017,Terrace House,999 Yrs From 01/01/1954,Unknown,Resale,19,55,556506,North East Region,Serangoon,2017-9,1.36259587502,103.865898554,,,2452131.2
4421,MIMOSA TERRACE,11 Mimosa Terrace ,212,Land,8-Sep-2017,Terrace House,Freehold,2000,Resale,28,80,805724,North East Region,Serangoon,2017-9,1.3852149593399998,103.861095605,,,2230865.2
4422,BELMOND GREEN,15D Balmoral Road  #03-16 ,119,Strata,8-Sep-2017,Condominium,Freehold,2004,Resale,10,25,259819,Central Region,Tanglin,2017-9,1.31607076417,103.831597648,3.0,16.0,1459732.2
4423,THE LUXURIE,27 Compassvale Road  #13-31 ,72,Strata,8-Sep-2017,Condominium,99 Yrs From 15/06/2011,2015,Resale,19,54,544757,North East Region,Sengkang,2017-9,1.38961917685,103.896732842,13.0,31.0,716716.56
4424,SAVOY PARK,19 Eng Kong Drive ,177,Land,8-Sep-2017,Terrace House,Freehold,1996,Resale,21,59,599347,Central Region,Bukit Timah,2017-9,1.3330835488500001,103.76896069799999,,,1158546.4
4425,THE MERCURY,38 Shanghai Road  #06-03 ,59,Strata,8-Sep-2017,Apartment,Freehold,2012,Resale,10,24,248201,Central Region,Tanglin,2017-9,1.29617465121,103.82719387200001,6.0,3.0,1214778.2
4426,RIVER ISLES,58 Edgedale Plains  #02-13 ,88,Strata,8-Sep-2017,Condominium,99 Yrs From 06/02/2012,2015,Resale,19,82,828823,North East Region,Punggol,2017-9,1.39696121021,103.913701366,2.0,13.0,825996.44
4427,N.A.,97 Eng Kong Place ,184,Land,8-Sep-2017,Terrace House,Freehold,Unknown,Resale,21,59,599173,Central Region,Bukit Timah,2017-9,1.33386423069,103.865898554,,,1738925.5
4428,WATERFRONT WAVES,768 Bedok Reservoir Road  #14-29 ,119,Strata,8-Sep-2017,Condominium,99 Yrs From 31/10/2007,2011,Resale,16,47,479249,East Region,Bedok,2017-9,1.33709108616,103.930207604,14.0,29.0,974644.94
4429,CASAFINA,213 Bedok South Avenue 1  #04-11 ,181,Strata,8-Sep-2017,Condominium,99 Yrs From 12/06/1996,1999,Resale,16,46,469337,East Region,Bedok,2017-9,1.31668194707,103.93387807799999,4.0,11.0,1569855.9
4430,PARC VISTA,460 Corporation Road  #03-06 ,118,Strata,8-Sep-2017,Condominium,99 Yrs From 01/03/1995,1997,Resale,22,64,649815,West Region,Jurong West,2017-9,1.34424334489,103.71753643299999,3.0,6.0,820340.9
4431,CENTRA HEIGHTS,455 Sims Avenue  #07-02 ,40,Strata,8-Sep-2017,Apartment,Freehold,2014,Resale,14,38,387607,Central Region,Geylang,2017-9,1.316288425,103.886579326,7.0,2.0,592007.0
4432,PARC OLYMPIA,54 Flora Drive  #03-18 ,46,Strata,8-Sep-2017,Condominium,99 Yrs From 25/01/2012,2015,Resale,17,50,506870,East Region,Pasir Ris,2017-9,1.3554219611700002,103.96477757299999,3.0,18.0,424345.28
4433,KENTVIEW PARK,87 Pasir Panjang Hill  #03-12 ,125,Strata,8-Sep-2017,Condominium,Freehold,1994,Resale,5,11,118892,Central Region,Queenstown,2017-9,1.2818312412000001,103.785812829,3.0,12.0,1228938.9
4434,YONG AN PARK,329 River Valley Road  #05-01 ,289,Strata,8-Sep-2017,Condominium,Freehold,1986,Resale,9,23,238361,Central Region,River Valley,2017-9,1.29447970689,103.83450797200001,5.0,1.0,4281594.5
4435,R MAISON,1 Sommerville Walk  #01-10 ,65,Strata,8-Sep-2017,Apartment,Freehold,2016,Resale,13,35,357699,North East Region,Serangoon,2017-9,1.344017,103.870162,1.0,10.0,618762.7
4436,THOMSON EURO-ASIA,150 Thomson Road  #13-05 ,105,Strata,8-Sep-2017,Condominium,Freehold,2002,Resale,11,30,307605,Central Region,Novena,2017-9,1.3180546435,103.844693692,13.0,5.0,1331899.1
4437,THE SCALA,138 Serangoon Avenue 3  #01-27 ,127,Strata,8-Sep-2017,Apartment,99 Yrs From 06/01/2010,2013,Resale,19,55,554475,North East Region,Serangoon,2017-9,1.3508798257799999,103.865272874,1.0,27.0,1491048.1
4438,LEVILLE ISUITES,28 Ceylon Road  #05-12 ,109,Strata,8-Sep-2017,Apartment,Freehold,2015,Resale,15,42,429621,Central Region,Marine Parade,2017-9,1.30608215111,103.90302881299999,5.0,12.0,973998.56
4439,CUSCADEN RESIDENCES,26 Cuscaden Road  #15-05 ,135,Strata,8-Sep-2017,Condominium,Freehold,2002,Resale,10,24,249722,Central Region,Orchard,2017-9,1.30450052994,103.826421273,15.0,5.0,1965799.9
4440,MELOSA,28 Lorong 28 Geylang  #04-05 ,40,Strata,8-Sep-2017,Apartment,Freehold,2013,Resale,14,39,398432,Central Region,Geylang,2017-9,1.31268943342,103.88536840100001,4.0,5.0,655660.94
4441,N.A.,4 Galistan Avenue ,245,Land,8-Sep-2017,Semi-Detached House,Freehold,2010,Resale,23,66,669677,West Region,Bukit Batok,2017-9,1.3781297215600001,103.758813875,,,1625965.8
4442,GENTLE VILLAS,9 Gentle Drive ,209,Land,8-Sep-2017,Semi-Detached House,99 Yrs From 27/01/1993,1995,Resale,11,30,309212,Central Region,Novena,2017-9,1.32016457579,103.84126204100001,,,2415282.5
4443,THE MEYERISE,97 Meyer Road  #29-07 ,119,Strata,8-Sep-2017,Condominium,Freehold,2014,Resale,15,43,437918,Central Region,Marine Parade,2017-9,1.29636453134,103.89286198799999,29.0,7.0,1274362.6
4444,THE MEYERISE,97 Meyer Road  #30-07 ,119,Strata,8-Sep-2017,Condominium,Freehold,2014,Resale,15,43,437918,Central Region,Marine Parade,2017-9,1.29636453134,103.89286198799999,30.0,7.0,1274362.6
4445,THE TENERIFFE,264 Laurel Wood Avenue ,295,Strata,8-Sep-2017,Terrace House,99 Yrs From 07/09/1996,2003,Resale,10,27,275915,Central Region,Bukit Timah,2017-9,1.3269710727500001,103.79121279700001,,,2705671.8
4446,THE ROCHESTER,33 Rochester Drive  #34-04 ,113,Strata,8-Sep-2017,Apartment,99 Yrs From 02/02/2005,2011,Resale,5,13,138638,Central Region,Queenstown,2017-9,1.30526564423,103.788405176,34.0,4.0,1706091.8
4447,NIM GARDENS,73 Nim Road  #09-04 ,170,Strata,8-Sep-2017,Condominium,Freehold,1986,Resale,28,80,807584,North East Region,Serangoon,2017-9,1.38079867283,103.863026621,9.0,4.0,1283653.4
4448,FABER GARDEN,9 Jalan Rebana ,261,Land,8-Sep-2017,Semi-Detached House,Freehold,Unknown,Resale,20,57,576988,Central Region,Bishan,2017-9,1.36345823035,103.82848144399999,,,2380228.5
4449,THE CREST,105 Prince Charles Crescent  #21-13 ,110,Strata,8-Sep-2017,Condominium,99 Yrs From 21/12/2012,2017,Resale,3,15,159019,Central Region,Bukit Merah,2017-9,1.2928192090200001,103.81929313799999,21.0,13.0,1457450.4
4450,FLO RESIDENCE,13 Punggol Field Walk  #11-28 ,80,Strata,8-Sep-2017,Condominium,99 Yrs From 05/12/2011,2016,Resale,19,82,828745,North East Region,Punggol,2017-9,1.39195156988,103.91377890000001,11.0,28.0,840726.94
4451,RV RESIDENCES,461 River Valley Road  #04-01 ,65,Strata,8-Sep-2017,Condominium,999 Yrs From 21/06/1877,2015,Resale,10,24,248346,Central Region,Tanglin,2017-9,1.2943467427,103.828443426,4.0,1.0,1012997.06
4452,MONTCLAIR @ WHITLEY,121B Whitley Road  #01-02 ,389,Strata,8-Sep-2017,Semi-Detached House,Freehold,2011,Resale,11,29,297814,Central Region,Novena,2017-9,1.32597848385,103.836935269,1.0,2.0,5194585.5
4453,THE SPRINGSIDE,169 Springside Avenue ,159,Land,8-Sep-2017,Terrace House,Freehold,2016,Resale,26,78,786029,North Region,Yishun,2017-9,1.4059789600200001,103.865898554,,,1603823.2
4454,ST MICHAEL'S CONDOMINIUM,19A St. Michael'S Road  #03-05 ,140,Strata,8-Sep-2017,Apartment,Freehold,2002,Resale,12,32,328003,Central Region,Kallang,2017-9,1.32605933649,103.86242516899999,3.0,5.0,1502874.5
4455,TERRASSE,31 Terrasse Lane  #05-54 ,50,Strata,8-Sep-2017,Condominium,99 Yrs From 23/08/2010,2014,Resale,19,54,544779,North East Region,Hougang,2017-9,1.3686120000000002,103.877363,5.0,54.0,649413.5
4456,CUBE 8,376 Thomson Road  #10-07 ,86,Strata,8-Sep-2017,Condominium,Freehold,2013,Resale,11,29,298130,Central Region,Novena,2017-9,1.32836285759,103.841418775,10.0,7.0,1546234.6
4457,HORIZON GREEN,809 Ang Mo Kio Avenue 2 ,289,Strata,8-Sep-2017,Terrace House,99 Yrs From 23/06/1995,2003,Resale,20,56,567816,North East Region,Ang Mo Kio,2017-9,1.3761736857799998,103.83330876299999,,,2508267.2
4458,THE CASCADIA,941 Bukit Timah Road  #04-43 ,54,Strata,8-Sep-2017,Condominium,Freehold,2010,Resale,21,58,589658,Central Region,Bukit Timah,2017-9,1.33347473531,103.78713696,4.0,43.0,521125.78
4459,MAPLE WOODS,993 Bukit Timah Road  #06-10 ,124,Strata,8-Sep-2017,Condominium,Freehold,1997,Resale,21,58,589631,Central Region,Bukit Timah,2017-9,1.33470265525,103.784414165,6.0,10.0,979936.25
4460,CARIBBEAN AT KEPPEL BAY,16 Keppel Bay Drive  #06-22 ,81,Strata,8-Sep-2017,Condominium,99 Yrs From 16/08/1999,2004,Resale,4,9,98643,Central Region,Bukit Merah,2017-9,1.26617486231,103.816045986,6.0,22.0,3802746.5
4461,KOVAN RESIDENCES,5A Kovan Road  #09-24 ,134,Strata,8-Sep-2017,Condominium,99 Yrs From 31/12/2007,2011,Resale,19,54,544895,North East Region,Hougang,2017-9,1.3608471856400002,103.88499607799999,9.0,24.0,1077714.9
4462,CHANGI RISE CONDOMINIUM,6 Simei Rise  #10-17 ,117,Strata,8-Sep-2017,Condominium,99 Yrs From 29/11/2000,2004,Resale,18,52,528802,East Region,Tampines,2017-9,1.3473504735600002,103.959602406,10.0,17.0,872818.44
4463,BELMOND GREEN,15 Balmoral Road  #12-03 ,98,Strata,8-Sep-2017,Condominium,Freehold,2004,Resale,10,25,259801,Central Region,Tanglin,2017-9,1.3152673178299998,103.832077465,12.0,3.0,1162159.1
4464,TANGLIN VIEW,156 Prince Charles Crescent  #08-15 ,116,Strata,8-Sep-2017,Condominium,99 Yrs From 17/05/1997,2001,Resale,3,15,159015,Central Region,Bukit Merah,2017-9,1.2920660692000001,103.817291668,8.0,15.0,1379662.4
4465,GILSTEAD BROOKS,39 Gilstead Road  #01-04 ,278,Strata,8-Sep-2017,Terrace House,Freehold,2004,Resale,11,30,309083,Central Region,Novena,2017-9,1.31837153572,103.83838056,1.0,4.0,2981803.0
4466,CASA JERVOIS,99 Jervois Road  #01-08 ,157,Strata,8-Sep-2017,Apartment,Freehold,Unknown,Resale,10,24,249055,Central Region,Tanglin,2017-9,1.29471850927,103.819021805,1.0,8.0,1974813.2
4467,THE BAYSHORE,26 Bayshore Road  #28-06 ,133,Strata,8-Sep-2017,Condominium,99 Yrs From 31/05/1993,1996,Resale,16,46,469972,East Region,Bedok,2017-9,1.31245345592,103.938155599,28.0,6.0,1455011.5
4468,BOON TECK TOWER,41 Boon Teck Road  #02-01 ,160,Strata,8-Sep-2017,Condominium,Freehold,1984,Resale,12,32,329608,Central Region,Novena,2017-9,1.3277626583700002,103.850228466,2.0,1.0,1795059.6
4469,CANBERRA RESIDENCES,515 Canberra Drive  #02-37 ,133,Strata,8-Sep-2017,Condominium,99 Yrs From 08/09/2010,2013,Resale,27,76,768131,North Region,Sembawang,2017-9,1.44476356533,103.824789202,2.0,37.0,1008077.2
4470,SOUTHAVEN II,33 Hindhede Walk  #06-11 ,135,Strata,8-Sep-2017,Condominium,999 Yrs From 21/06/1877,1999,Resale,21,58,587968,West Region,Bukit Panjang,2017-9,1.3467600073100001,103.772369824,6.0,11.0,1298191.1
4471,THE PARC CONDOMINIUM,3 West Coast Walk  #19-06 ,113,Strata,8-Sep-2017,Condominium,Freehold,2010,Resale,5,12,127140,West Region,Clementi,2017-9,1.30998881517,103.76114014299999,19.0,6.0,1219813.4
4472,BALMORAL HILLS,9 Balmoral Park  #06-01 ,171,Strata,8-Sep-2017,Condominium,Freehold,2008,Resale,10,25,259844,Central Region,Tanglin,2017-9,1.3161519523799998,103.82776144700001,6.0,1.0,2248709.8
4473,CONCOURSE SKYLINE,298 Beach Road  #09-10 ,73,Strata,8-Sep-2017,Apartment,99 Yrs From 13/03/2008,2014,Resale,7,19,199554,Central Region,Kallang,2017-9,1.3010807575399999,103.86258947600001,9.0,10.0,658336.5
4474,ARDMORE PARK,15 Ardmore Park  #23-03 ,268,Strata,8-Sep-2017,Condominium,Freehold,2001,Resale,10,25,259959,Central Region,Newton,2017-9,1.31055560219,103.829499181,23.0,3.0,3223482.8
4475,SKYSUITES@ANSON,8 Enggor Street  #14-06 ,65,Strata,8-Sep-2017,Apartment,99 Yrs From 18/02/2008,2014,Resale,2,7,79718,Central Region,Downtown Core,2017-9,1.27464403809,103.844742451,14.0,6.0,1094806.4
4476,WESTVILLE,25 Westwood Walk ,200,Land,8-Sep-2017,Semi-Detached House,99 Yrs From 01/12/1994,1997,Resale,22,64,648668,West Region,Jurong West,2017-9,1.35257572315,103.698675173,,,1609016.4
4477,THE SUNNYDALE,21 Serangoon Avenue 3  #01-04 ,132,Strata,7-Sep-2017,Condominium,99 Yrs From 06/12/1997,2001,Resale,19,55,556124,North East Region,Serangoon,2017-9,1.34888857533,103.86748126299999,1.0,4.0,1301512.0
4478,CASA MERAH,52 Tanah Merah Kechil Avenue  #04-08 ,114,Strata,7-Sep-2017,Apartment,99 Yrs From 11/07/2006,2009,Resale,16,46,465525,East Region,Bedok,2017-9,1.3296754193200002,103.94541786799999,4.0,8.0,998947.5
4479,PINE GROVE,1J Pine Grove  #04-38 ,165,Strata,7-Sep-2017,Condominium,99 Yrs From 01/11/1984,Unknown,Resale,21,59,598001,Central Region,Bukit Timah,2017-9,1.31817797232,103.775465253,4.0,38.0,1552068.6
4480,A TREASURE TROVE,62 Punggol Walk  #02-28 ,112,Strata,7-Sep-2017,Condominium,99 Yrs From 09/03/2011,2015,Resale,19,82,828781,North East Region,Punggol,2017-9,1.40560225282,103.899488123,2.0,28.0,1087920.9
4481,THE DRAYCOTT,50 Draycott Park  #16-02 ,245,Strata,7-Sep-2017,Apartment,Freehold,1980,Resale,10,25,259396,Central Region,Newton,2017-9,1.31173998744,103.831256966,16.0,2.0,2834583.2
4482,LAGUNA 88,46 Eastwood Road  #03-05 ,112,Strata,7-Sep-2017,Condominium,99 Yrs From 06/11/1995,2000,Resale,16,48,486356,East Region,Bedok,2017-9,1.32176221753,103.958573446,3.0,5.0,886399.4
4483,SKYSUITES@ANSON,8 Enggor Street  #14-03 ,65,Strata,7-Sep-2017,Apartment,99 Yrs From 18/02/2008,2014,Resale,2,7,79718,Central Region,Downtown Core,2017-9,1.27464403809,103.844742451,14.0,3.0,1094806.4
4484,FABER CREST,50L Faber Heights  #04-78 ,119,Strata,7-Sep-2017,Condominium,99 Yrs From 12/06/1996,2001,Resale,5,12,129205,West Region,Clementi,2017-9,1.32270816151,103.757843815,4.0,78.0,1024611.56
4485,SKYSUITES@ANSON,8 Enggor Street  #68-06 ,94,Strata,7-Sep-2017,Apartment,99 Yrs From 18/02/2008,2014,Resale,2,7,79718,Central Region,Downtown Core,2017-9,1.27464403809,103.844742451,68.0,6.0,1480626.5
4486,ICON,10 Gopeng Street  #21-26 ,73,Strata,7-Sep-2017,Apartment,99 Yrs From 29/01/2002,2007,Resale,2,7,78878,Central Region,Downtown Core,2017-9,1.27516187837,103.844538441,21.0,26.0,1208889.4
4487,THE CENTRIS,77 Jurong West Central 3  #14-29 ,120,Strata,7-Sep-2017,Apartment,99 Yrs From 21/06/2006,2009,Resale,22,64,648338,West Region,Jurong West,2017-9,1.33958068068,103.704464146,14.0,29.0,769495.3
4488,ESTIQUE,3 Rose Lane  #05-03 ,121,Strata,7-Sep-2017,Apartment,Freehold,2008,Resale,15,43,437361,Central Region,Geylang,2017-9,1.3100344464899998,103.89374817,5.0,3.0,1188281.1
4489,NV RESIDENCES,91 Pasir Ris Grove  #11-28 ,118,Strata,7-Sep-2017,Condominium,99 Yrs From 07/01/2008,2013,Resale,18,51,518190,East Region,Pasir Ris,2017-9,1.3713519314700002,103.943730719,11.0,28.0,691718.44
4490,PARC ROSEWOOD,91 Rosewood Drive  #03-102 ,56,Strata,7-Sep-2017,Condominium,99 Yrs From 07/09/2011,2014,Resale,25,73,737793,North Region,Woodlands,2017-9,1.42762572729,103.78575489,3.0,102.0,581252.4
4491,Q BAY RESIDENCES,1 Tampines Street 86  #06-08 ,48,Strata,7-Sep-2017,Condominium,99 Yrs From 21/08/2012,2016,Resale,18,52,528583,East Region,Tampines,2017-9,1.3501623085499999,103.927274572,6.0,8.0,520050.1
4492,TREVOSE PARK,62 Trevose Crescent  #03-01 ,204,Strata,7-Sep-2017,Condominium,Freehold,1991,Resale,11,29,298063,Central Region,Novena,2017-9,1.32372049327,103.82570705799999,3.0,1.0,2548943.2
4493,SUITES @ KOVAN,981 Upper Serangoon Road  #05-04 ,34,Strata,7-Sep-2017,Apartment,Freehold,2010,Resale,19,53,534729,North East Region,Hougang,2017-9,1.36209841412,103.886839812,5.0,4.0,458841.9
4494,THE METROPOLITAN CONDOMINIUM,8 Alexandra View  #05-06 ,130,Strata,7-Sep-2017,Condominium,99 Yrs From 17/02/2006,2009,Resale,3,15,158747,Central Region,Bukit Merah,2017-9,1.29047734229,103.81601645100001,5.0,6.0,1536328.0
4495,ADRIA,12 Derbyshire Road  #19-03 ,119,Strata,7-Sep-2017,Apartment,Freehold,2013,Resale,11,30,309466,Central Region,Novena,2017-9,1.31642352366,103.84627279799999,19.0,3.0,1442452.1
4496,WATERMARK ROBERTSON QUAY,1 Rodyk Street  #06-01 ,83,Strata,7-Sep-2017,Apartment,Freehold,2008,Resale,9,23,238212,Central Region,Singapore River,2017-9,1.29093248485,103.838315316,6.0,1.0,1351387.5
4497,THE WINDSOR,7A Ontario Avenue  #01-04 ,228,Strata,7-Sep-2017,Condominium,Freehold,1989,Resale,20,57,576197,Central Region,Bishan,2017-9,1.3559926298500002,103.82750445799999,1.0,4.0,2245665.8
4498,HUNDRED TREES,83 West Coast Drive  #05-08 ,85,Strata,7-Sep-2017,Condominium,956 Yrs From 27/05/1928,2013,Resale,5,12,127999,West Region,Clementi,2017-9,1.3153296258,103.7583517,5.0,8.0,864793.7
4499,SARACA VILLAS,31 Saraca Terrace ,240,Land,7-Sep-2017,Terrace House,99 Yrs From 05/05/1997,2002,Resale,28,80,805484,North East Region,Serangoon,2017-9,1.38472925042,103.85888471700001,,,2278740.5
4500,VISTA PARK,66 South Buona Vista Road  #03-08 ,68,Strata,7-Sep-2017,Condominium,99 Yrs From 08/01/1979,1985,Resale,5,11,118175,Central Region,Queenstown,2017-9,1.28133761496,103.78899225299999,3.0,8.0,924541.8
4501,26 NEWTON,26 Newton Road  #21-09 ,44,Strata,7-Sep-2017,Apartment,Freehold,2016,Resale,11,30,307957,Central Region,Novena,2017-9,1.3157056045,103.841661154,21.0,9.0,785521.4
4502,PARC OASIS,39 Jurong East Avenue 1  #02-05 ,114,Strata,7-Sep-2017,Condominium,99 Yrs From 01/12/1991,1994,Resale,22,60,609776,West Region,Jurong East,2017-9,1.3429727068200001,103.73409589,2.0,5.0,933835.3
4503,SKY HABITAT,7 Bishan Street 15  #06-08 ,167,Strata,7-Sep-2017,Condominium,99 Yrs From 30/05/2011,2015,Resale,20,57,573908,Central Region,Bishan,2017-9,1.35258333248,103.851759157,6.0,8.0,1590406.9
4504,THE PALLADIUM,20 Brooke Road  #14-02 ,81,Strata,7-Sep-2017,Apartment,Freehold,2002,Resale,15,42,429984,Central Region,Marine Parade,2017-9,1.30335962038,103.903885735,14.0,2.0,1029799.6
4505,THE TENNERY,3 Woodlands Road  #15-05 ,57,Strata,7-Sep-2017,Apartment,99 Yrs From 24/05/2010,2014,Resale,23,67,677901,West Region,Choa Chu Kang,2017-9,1.38004603928,103.761399614,15.0,5.0,523066.1
4506,CAIRNHILL RESIDENCES,33 Cairnhill Circle  #11-06 ,109,Strata,7-Sep-2017,Apartment,Freehold,2009,Resale,9,22,229775,Central Region,Newton,2017-9,1.30818049338,103.83870514,11.0,6.0,1811606.6
4507,# 1 LOFT,1 Lorong 24 Geylang  #06-16 ,52,Strata,7-Sep-2017,Apartment,Freehold,2016,Resale,14,39,398614,Central Region,Geylang,2017-9,1.3128746765700001,103.88350236,6.0,16.0,535523.5
